id,category,dataset_type,url,frame_start,frame_end,fps,filename,dataset_split,is_valid,is_duplicate
0,book,WLASL,http://aslbricks.org/New/ASL-Videos/book.mp4,1,-1,25.0,0.mp4,,True,False
1,book,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BO/BOOK-418.mp4,1,-1,25.0,1.mp4,,False,False
2,book,WLASL,https://www.youtube.com/watch?v=0UsjUE-TXns,1,-1,25.0,2.mp4,,True,False
3,book,WLASL,https://www.youtube.com/watch?v=1QOYOZ3g-aY,1,60,25.0,3.mp4,,False,False
4,book,WLASL,https://www.youtube.com/watch?v=aGtIHKEdCds,1,-1,25.0,4.mp4,,True,False
5,book,WLASL,https://www.youtube.com/watch?v=hjS0dQDgbjo,2150,2249,25.0,5.mp4,,True,False
6,book,WLASL,https://www.youtube.com/watch?v=WGfiiDgrq1I,3732,3852,25.0,6.mp4,,True,False
7,book,WLASL,http://www.aslpro.com/main/b/book_english_grammar.swf,1,-1,25.0,7.mp4,,False,False
8,book,WLASL,http://www.aslpro.com/main/b/book_geography.swf,1,-1,25.0,8.mp4,,False,False
9,book,WLASL,http://www.aslpro.com/main/b/book_geometry.swf,1,-1,25.0,9.mp4,,False,False
10,book,WLASL,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Book.mp4,1,-1,25.0,10.mp4,,True,False
11,book,WLASL,http://www.aslpro.com/main/b/book_history.swf,1,-1,25.0,11.mp4,,False,False
12,book,WLASL,http://www.aslpro.com/main/b/book_law.swf,1,-1,25.0,12.mp4,,False,False
13,book,WLASL,http://www.aslpro.com/main/b/book_literature.swf,1,-1,25.0,13.mp4,,False,False
14,book,WLASL,http://www.aslpro.com/main/b/book_math.swf,1,-1,25.0,14.mp4,,False,False
15,book,WLASL,http://www.aslpro.com/main/b/book_medicine.swf,1,-1,25.0,15.mp4,,False,False
16,book,WLASL,http://www.aslpro.com/main/b/book_music.swf,1,-1,25.0,16.mp4,,False,False
17,book,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/book.mp4,1,-1,25.0,17.mp4,,True,False
18,book,WLASL,http://www.aslpro.com/main/b/book_photography.swf,1,-1,25.0,18.mp4,,False,False
19,book,WLASL,http://www.aslpro.com/main/b/book_science.swf,1,-1,25.0,19.mp4,,False,False
20,book,WLASL,http://www.aslpro.com/main/b/book_spelling.swf,1,-1,25.0,20.mp4,,False,False
21,book,WLASL,http://www.aslpro.com/main/b/book.swf,1,-1,25.0,21.mp4,,False,False
22,book,WLASL,https://media.asldeafined.com/vocabulary/1466684225.687.mp4,1,-1,25.0,22.mp4,,True,False
23,book,WLASL,http://www.aslpro.com/main/b/book_trigonometry.swf,1,-1,25.0,23.mp4,,False,False
24,book,WLASL,http://www.aslsearch.com/signs/videos/book.mp4,1,-1,25.0,24.mp4,,False,False
25,book,WLASL,https://www.handspeak.com/word/b/book2.mp4,1,-1,25.0,25.mp4,,False,False
26,book,WLASL,https://www.handspeak.com/word/b/book.mp4,1,-1,25.0,26.mp4,,False,False
27,book,WLASL,https://www.handspeak.com/word/b/books-pile.mp4,1,-1,25.0,27.mp4,,False,False
28,book,WLASL,https://youtu.be/3-GrhsVs830,1,-1,25.0,28.mp4,,False,False
29,book,WLASL,https://www.signingsavvy.com/signs/mp4/14/14326.mp4,1,-1,25.0,29.mp4,,True,False
30,book,WLASL,https://www.youtube.com/watch?v=Kwvw-K6GYW8,1,-1,25.0,30.mp4,,True,False
31,book,WLASL,https://www.youtube.com/watch?v=XjWSfh50kAU,1,-1,25.0,31.mp4,,True,False
32,book,WLASL,http://www.aslpro.com/main/b/book_accounting.swf,1,-1,25.0,32.mp4,,False,False
33,book,WLASL,http://www.aslpro.com/main/b/book_algebra.swf,1,-1,25.0,33.mp4,,False,False
34,book,WLASL,http://www.aslpro.com/main/b/book_anatomy.swf,1,-1,25.0,34.mp4,,False,False
35,book,WLASL,http://www.aslpro.com/main/b/book_art_history.swf,1,-1,25.0,35.mp4,,False,False
36,book,WLASL,http://www.aslpro.com/main/b/book_art.swf,1,-1,25.0,36.mp4,,False,False
37,book,WLASL,http://www.aslpro.com/main/b/book_business.swf,1,-1,25.0,37.mp4,,False,False
38,book,WLASL,http://www.aslpro.com/main/b/book_chemistry.swf,1,-1,25.0,38.mp4,,False,False
39,book,WLASL,http://www.aslpro.com/main/b/book_coloring.swf,1,-1,25.0,39.mp4,,False,False
40,drink,WLASL,http://aslbricks.org/New/ASL-Videos/drink.mp4,1,-1,25.0,40.mp4,,True,False
41,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,1,-1,25.0,41.mp4,,False,False
42,drink,WLASL,https://www.youtube.com/watch?v=F5Wef1_PtLk,5710,5831,25.0,42.mp4,,True,False
43,drink,WLASL,https://www.youtube.com/watch?v=HZMTQJdBZ9g,1,71,25.0,43.mp4,,False,False
44,drink,WLASL,https://www.youtube.com/watch?v=KRc_WYI1DgA,1,-1,25.0,44.mp4,,True,False
45,drink,WLASL,https://www.youtube.com/watch?v=Lk2Vws8homw,1,54,25.0,45.mp4,,False,False
46,drink,WLASL,https://www.youtube.com/watch?v=Nc7rSopCpI8,1,-1,25.0,46.mp4,,True,False
47,drink,WLASL,https://www.youtube.com/watch?v=537MWOtCl78,1,-1,25.0,47.mp4,,True,False
48,drink,WLASL,https://www.youtube.com/watch?v=6gU3Ln98sWA,1,-1,25.0,48.mp4,,False,False
49,drink,WLASL,https://www.youtube.com/watch?v=Ddd2ZZNFhVI,1,-1,25.0,49.mp4,,False,False
50,drink,WLASL,https://www.youtube.com/watch?v=g3rl9_LYqzI,1,-1,25.0,50.mp4,,True,False
51,drink,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,1,-1,25.0,51.mp4,,True,False
52,drink,WLASL,https://www.youtube.com/watch?v=i0opsQ2zB1Q,1,-1,25.0,52.mp4,,True,False
53,drink,WLASL,https://www.youtube.com/watch?v=k6cNmM9WgUs,1,-1,25.0,53.mp4,,True,False
54,drink,WLASL,https://www.youtube.com/watch?v=LqJM7wcUixQ,1,-1,25.0,54.mp4,,True,False
55,drink,WLASL,http://www.aslpro.com/main/d/drink.swf,1,-1,25.0,55.mp4,,False,False
56,drink,WLASL,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,1,-1,25.0,56.mp4,,False,False
57,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,1,-1,25.0,57.mp4,,False,False
58,drink,WLASL,http://www.aslsearch.com/signs/videos/drink.mp4,1,-1,25.0,58.mp4,,False,False
59,drink,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,1,-1,25.0,59.mp4,,True,False
60,drink,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,1,-1,25.0,60.mp4,,True,False
61,drink,WLASL,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,1,-1,25.0,61.mp4,,True,False
62,drink,WLASL,https://www.handspeak.com/word/d/drink2.mp4,1,-1,25.0,62.mp4,,False,False
63,drink,WLASL,https://www.handspeak.com/word/d/drink-alcohol.mp4,1,-1,25.0,63.mp4,,False,False
64,drink,WLASL,https://www.handspeak.com/word/d/drink-british.mp4,1,-1,25.0,64.mp4,,False,False
65,drink,WLASL,https://www.handspeak.com/word/d/drink.mp4,1,-1,25.0,65.mp4,,False,False
66,drink,WLASL,https://www.handspeak.com/word/d/drink-mug.mp4,1,-1,25.0,66.mp4,,False,False
67,drink,WLASL,https://media.spreadthesign.com/video/mp4/13/153289.mp4,1,-1,25.0,67.mp4,,True,False
68,drink,WLASL,https://youtu.be/yawcLQIhQiE,1,-1,25.0,68.mp4,,False,False
69,drink,WLASL,https://www.handspeak.com/word/d/drink-plu.mp4,1,-1,25.0,69.mp4,,False,False
70,drink,WLASL,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,1,-1,25.0,70.mp4,,True,False
71,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,1,-1,25.0,71.mp4,,True,False
72,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,1,-1,25.0,72.mp4,,True,True
73,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,1,-1,25.0,73.mp4,,True,False
74,drink,WLASL,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,1,-1,25.0,74.mp4,,True,False
75,computer,WLASL,https://www.youtube.com/watch?v=PPmQd2zWdP0,5122,5181,25.0,75.mp4,,True,False
76,computer,WLASL,https://www.youtube.com/watch?v=H-tAzh-nuV8,1,-1,25.0,76.mp4,,True,False
77,computer,WLASL,https://www.youtube.com/watch?v=YEFd7zsUNXU,1,72,25.0,77.mp4,,False,False
78,computer,WLASL,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,-1,25.0,78.mp4,,True,False
79,computer,WLASL,https://www.youtube.com/watch?v=97IwdVSOQho,1,-1,25.0,79.mp4,,True,False
80,computer,WLASL,https://www.youtube.com/watch?v=cujhpwWi1yY,1,-1,25.0,80.mp4,,True,False
81,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,1,-1,25.0,81.mp4,,True,False
82,computer,WLASL,https://www.youtube.com/watch?v=fY11M3Dxxx0,1,-1,25.0,82.mp4,,True,False
83,computer,WLASL,https://www.youtube.com/watch?v=lVo6MByRMHY,1,-1,25.0,83.mp4,,False,False
84,computer,WLASL,https://www.youtube.com/watch?v=-_RSZM-lLXE,1,-1,25.0,84.mp4,,True,False
85,computer,WLASL,https://www.youtube.com/watch?v=vK4GwJaDcWU,1,-1,25.0,85.mp4,,True,False
86,computer,WLASL,https://www.youtube.com/watch?v=-wmqgdmwySo,1,-1,25.0,86.mp4,,False,False
87,computer,WLASL,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,-1,25.0,87.mp4,,True,False
88,computer,WLASL,http://www.aslpro.com/main/c/computer.swf,1,-1,25.0,88.mp4,,False,False
89,computer,WLASL,http://www.aslsearch.com/signs/videos/computer.mp4,1,-1,25.0,89.mp4,,False,False
90,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,-1,25.0,90.mp4,,True,False
91,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,1,-1,25.0,91.mp4,,True,False
92,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,1,-1,25.0,92.mp4,,True,False
93,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,1,-1,25.0,93.mp4,,True,False
94,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,1,-1,25.0,94.mp4,,True,False
95,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,1,-1,25.0,95.mp4,,True,False
96,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,1,-1,25.0,96.mp4,,True,False
97,computer,WLASL,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,1,-1,25.0,97.mp4,,True,False
98,computer,WLASL,https://youtu.be/u1xoXux2NaE,1,-1,25.0,98.mp4,,False,False
99,computer,WLASL,https://www.handspeak.com/word/c/computer-arm2.mp4,1,-1,25.0,99.mp4,,False,False
