id,url,original_filename,output_path,status,error_message,timestamp
31064,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31064.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31064.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:46.282048
31065,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31065.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31065.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:46.794724
31066,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31066.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31066.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:47.261402
31067,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31067.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31067.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:47.763814
31068,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31068.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31068.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:48.239085
31069,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31069.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31069.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:48.695297
31070,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31070.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31070.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:49.131749
31071,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31071.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31071.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:49.568746
31072,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31072.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31072.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:50.090428
31073,https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,31073.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31073.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=OY1KL0vbBIo&t=135s,2025-05-07T09:45:50.631918
