id,category,dataset_type,url,frame_start,frame_end,fps,filename,dataset_split,is_valid,is_duplicate
15532,tooth,WLASL,https://media.asldeafined.com/vocabulary/1468946063.7222.mp4,1,-1,25.0,15532.mp4,,True,False
15533,tooth,WLASL,https://www.handspeak.com/word/t/tooth.mp4,1,-1,25.0,15533.mp4,,False,False
15534,tooth,WLASL,https://www.signingsavvy.com/signs/mp4/8/8329.mp4,1,-1,25.0,15534.mp4,,True,False
15535,tooth,WLASL,http://www.aslpro.com/main/t/tooth.swf,1,-1,25.0,15535.mp4,,False,False
15536,tooth,WLASL,http://www.aslsearch.com/signs/videos/tooth.mp4,1,-1,25.0,15536.mp4,,False,False
15537,toothbrush,WLASL,https://www.youtube.com/watch?v=x6CehcknaH8,3949,4065,25.0,15537.mp4,,True,False
15538,toothbrush,WLASL,https://media.asldeafined.com/vocabulary/1468946093.9829.mp4,1,-1,25.0,15538.mp4,,True,False
15539,toothbrush,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TO/TOOTHBRUSH-303.mp4,1,-1,25.0,15539.mp4,,False,False
15540,toothbrush,WLASL,https://youtu.be/nOWOxLWmZAs,1,-1,25.0,15540.mp4,,False,False
15541,toothbrush,WLASL,https://media.spreadthesign.com/video/mp4/13/50912.mp4,1,-1,25.0,15541.mp4,,True,False
15542,toothbrush,WLASL,https://www.handspeak.com/word/t/toothbrush.mp4,1,-1,25.0,15542.mp4,,False,False
15543,toothbrush,WLASL,https://www.signingsavvy.com/signs/mp4/7/7044.mp4,1,-1,25.0,15543.mp4,,True,False
15544,toothbrush,WLASL,http://www.aslpro.com/main/t/toothbrush_electric.swf,1,-1,25.0,15544.mp4,,False,False
15545,toothbrush,WLASL,http://www.aslsearch.com/signs/videos/toothbrush.mp4,1,-1,25.0,15545.mp4,,False,False
15546,total,WLASL,https://www.youtube.com/watch?v=x6CehcknaH8,4262,4314,25.0,15546.mp4,,True,False
15547,total,WLASL,https://media.spreadthesign.com/video/mp4/13/51759.mp4,1,-1,25.0,15547.mp4,,True,False
15548,total,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Total-z8N8fSaz91s.mp4,1,-1,25.0,15548.mp4,,True,False
15549,total,WLASL,https://media.asldeafined.com/vocabulary/1468946203.8207.mp4,1,-1,25.0,15549.mp4,,True,False
15550,total,WLASL,https://www.handspeak.com/word/t/total2.mp4,1,-1,25.0,15550.mp4,,False,False
15551,total,WLASL,https://www.handspeak.com/word/t/total.mp4,1,-1,25.0,15551.mp4,,False,False
15552,total,WLASL,https://www.signingsavvy.com/signs/mp4/6/6473.mp4,1,-1,25.0,15552.mp4,,True,False
15553,total,WLASL,http://www.aslpro.com/main/t/total.swf,1,-1,25.0,15553.mp4,,False,False
15554,total,WLASL,http://www.aslsearch.com/signs/videos/sum.mp4,1,-1,25.0,15554.mp4,,False,False
15555,tough,WLASL,https://www.youtube.com/watch?v=x6CehcknaH8,4352,4388,25.0,15555.mp4,,True,False
15556,tough,WLASL,https://www.signingsavvy.com/signs/mp4/6/6657.mp4,1,-1,25.0,15556.mp4,,True,False
15557,tough,WLASL,https://www.signingsavvy.com/signs/mp4/8/8596.mp4,1,-1,25.0,15557.mp4,,True,False
15558,tough,WLASL,http://www.aslpro.com/main/t/tough.swf,1,-1,25.0,15558.mp4,,False,False
15559,tough,WLASL,http://www.aslsearch.com/signs/videos/difficult.mp4,1,-1,25.0,15559.mp4,,False,False
15560,tough,WLASL,https://media.spreadthesign.com/video/mp4/13/90105.mp4,1,-1,25.0,15560.mp4,,True,False
15561,tough,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hard%20As%20Rock%2C%20Stoned-tul-zQHbTek.mp4,1,-1,25.0,15561.mp4,,True,False
15562,tough,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Tough-jR33gcDOp7Q.mp4,1,-1,25.0,15562.mp4,,True,False
15563,tough,WLASL,https://www.handspeak.com/word/t/tough2.mp4,1,-1,25.0,15563.mp4,,False,False
15564,tradition,WLASL,https://www.youtube.com/watch?v=x6CehcknaH8,4672,4718,25.0,15564.mp4,,True,False
15565,tradition,WLASL,https://www.youtube.com/watch?v=_94q0XdgdYo,1,-1,25.0,15565.mp4,,True,False
15566,tradition,WLASL,http://www.aslpro.com/main/t/tradition.swf,1,-1,25.0,15566.mp4,,False,False
15567,tradition,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TR/TRADITION-1297.mp4,1,-1,25.0,15567.mp4,,False,False
15568,tradition,WLASL,http://www.aslsearch.com/signs/videos/tradition.mp4,1,-1,25.0,15568.mp4,,False,False
15569,tradition,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Traditional-aIg65sENmJQ.mp4,1,-1,25.0,15569.mp4,,True,False
15570,tradition,WLASL,https://media.asldeafined.com/vocabulary/1546378012.9106.mp4,1,-1,25.0,15570.mp4,,True,False
15571,tradition,WLASL,https://www.handspeak.com/word/t/traditional-years.mp4,1,-1,25.0,15571.mp4,,False,False
15572,tradition,WLASL,https://www.signingsavvy.com/signs/mp4/9/9857.mp4,1,-1,25.0,15572.mp4,,True,False
15573,trophy,WLASL,https://www.youtube.com/watch?v=x6CehcknaH8,5146,5195,25.0,15573.mp4,,True,False
15574,trophy,WLASL,https://youtu.be/CJzN_ivCeb8,1,-1,25.0,15574.mp4,,False,False
15575,trophy,WLASL,https://media.spreadthesign.com/video/mp4/13/97073.mp4,1,-1,25.0,15575.mp4,,True,False
15576,trophy,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Trophy-_HX58tvc5pY.mp4,1,-1,25.0,15576.mp4,,True,False
15577,trophy,WLASL,https://media.asldeafined.com/vocabulary/1466647418.7946.mp4,1,-1,25.0,15577.mp4,,True,False
15578,trophy,WLASL,https://www.handspeak.com/word/t/trophy.mp4,1,-1,25.0,15578.mp4,,False,False
15579,trophy,WLASL,https://www.signingsavvy.com/signs/mp4/14/14486.mp4,1,-1,25.0,15579.mp4,,True,False
15580,trophy,WLASL,http://www.aslpro.com/main/t/trophy.swf,1,-1,25.0,15580.mp4,,False,False
15581,trophy,WLASL,http://www.aslsearch.com/signs/videos/award.mp4,1,-1,25.0,15581.mp4,,False,False
15582,trouble,WLASL,https://www.youtube.com/watch?v=x6CehcknaH8,5196,5245,25.0,15582.mp4,,True,False
15583,trouble,WLASL,https://www.signingsavvy.com/signs/mp4/22/22820.mp4,1,-1,25.0,15583.mp4,,True,False
15584,trouble,WLASL,https://www.youtube.com/watch?v=X17H7Fyao_o,1,-1,25.0,15584.mp4,,True,False
15585,trouble,WLASL,http://www.aslpro.com/main/t/trouble.swf,1,-1,25.0,15585.mp4,,False,False
15586,trouble,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TR/TROUBLE-701.mp4,1,-1,25.0,15586.mp4,,False,False
15587,trouble,WLASL,http://www.aslsearch.com/signs/videos/trouble.mp4,1,-1,25.0,15587.mp4,,False,False
15588,trouble,WLASL,https://media.spreadthesign.com/video/mp4/13/50920.mp4,1,-1,25.0,15588.mp4,,True,False
15589,trouble,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/trouble.mp4,1,-1,25.0,15589.mp4,,True,False
15590,trouble,WLASL,https://www.handspeak.com/word/t/trouble.mp4,1,-1,25.0,15590.mp4,,False,False
15591,true,WLASL,https://www.youtube.com/watch?v=x6CehcknaH8,5286,5332,25.0,15591.mp4,,True,False
15592,true,WLASL,https://media.spreadthesign.com/video/mp4/13/51502.mp4,1,-1,25.0,15592.mp4,,True,False
15593,true,WLASL,https://youtu.be/ruAsH5Jjbj8,1,-1,25.0,15593.mp4,,False,False
15594,true,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sure%2C%20True-wBZSWnlg3-g.mp4,1,-1,25.0,15594.mp4,,True,False
15595,true,WLASL,https://media.asldeafined.com/vocabulary/1468947427.5747.mp4,1,-1,25.0,15595.mp4,,True,False
15596,true,WLASL,https://www.handspeak.com/word/t/true.mp4,1,-1,25.0,15596.mp4,,False,False
15597,true,WLASL,https://www.signingsavvy.com/signs/mp4/8/8885.mp4,1,-1,25.0,15597.mp4,,True,False
15598,true,WLASL,http://www.aslpro.com/main/t/true.swf,1,-1,25.0,15598.mp4,,False,False
15599,true,WLASL,http://www.aslsearch.com/signs/videos/absolute.mp4,1,-1,25.0,15599.mp4,,False,False
15600,trust,WLASL,https://www.youtube.com/watch?v=x6CehcknaH8,5333,5379,25.0,15600.mp4,,True,False
15601,trust,WLASL,https://media.spreadthesign.com/video/mp4/13/51655.mp4,1,-1,25.0,15601.mp4,,True,False
15602,trust,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Confident%2C%20Trust-MWN2grcgMvo.mp4,1,-1,25.0,15602.mp4,,True,False
15603,trust,WLASL,https://media.asldeafined.com/vocabulary/1468947527.7801.mp4,1,-1,25.0,15603.mp4,,True,False
15604,trust,WLASL,https://www.handspeak.com/word/t/trust.mp4,1,-1,25.0,15604.mp4,,False,False
15605,trust,WLASL,https://www.signingsavvy.com/signs/mp4/5/5935.mp4,1,-1,25.0,15605.mp4,,True,False
15606,trust,WLASL,https://www.signingsavvy.com/signs/mp4/5/5936.mp4,1,-1,25.0,15606.mp4,,True,False
15607,trust,WLASL,http://www.aslpro.com/main/t/trust.swf,1,-1,25.0,15607.mp4,,False,False
15608,trust,WLASL,http://www.aslsearch.com/signs/videos/trust.mp4,1,-1,25.0,15608.mp4,,False,False
15609,under,WLASL,https://www.youtube.com/watch?v=aCRQIlk5kh0,204,256,25.0,15609.mp4,,True,False
15610,under,WLASL,https://www.youtube.com/watch?v=F5Wef1_PtLk,4903,5022,25.0,15610.mp4,,True,False
15611,under,WLASL,https://www.signingsavvy.com/signs/mp4/14/14495.mp4,1,-1,25.0,15611.mp4,,True,False
15612,under,WLASL,https://media.spreadthesign.com/video/mp4/13/58572.mp4,1,-1,25.0,15612.mp4,,True,False
15613,under,WLASL,http://www.aslpro.com/main/u/under.swf,1,-1,25.0,15613.mp4,,False,False
15614,under,WLASL,http://www.aslsearch.com/signs/videos/under.mp4,1,-1,25.0,15614.mp4,,False,False
15615,under,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Under-Vbpwbs8laIQ.mp4,1,-1,25.0,15615.mp4,,True,False
15616,under,WLASL,https://media.asldeafined.com/vocabulary/1468924777.3190.mp4,1,-1,25.0,15616.mp4,,True,False
15617,under,WLASL,https://www.handspeak.com/word/u/under-position.mp4,1,-1,25.0,15617.mp4,,False,False
15618,verb,WLASL,https://www.youtube.com/watch?v=cP1FdT_zo7U,330,372,25.0,15618.mp4,,True,False
15619,verb,WLASL,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/verb.mov,1,-1,25.0,15619.mp4,,False,False
15620,verb,WLASL,https://youtu.be/hTjCreAn_9E,1,-1,25.0,15620.mp4,,False,False
