id,url,original_filename,output_path,status,error_message,timestamp
15532,https://media.asldeafined.com/vocabulary/1468946063.7222.mp4,15532.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15532.mp4,SUCCESS,,2025-05-07T09:41:01.283559
15533,https://www.handspeak.com/word/t/tooth.mp4,15533.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15533.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/t/tooth.mp4,2025-05-07T09:41:02.813435
15534,https://www.signingsavvy.com/signs/mp4/8/8329.mp4,15534.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15534.mp4,SUCCESS,,2025-05-07T09:41:05.855536
15535,http://www.aslpro.com/main/t/tooth.swf,15535.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15535.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/t/tooth.swf,2025-05-07T09:41:06.326945
15536,http://www.aslsearch.com/signs/videos/tooth.mp4,15536.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15536.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslsearch.com/signs/videos/tooth.mp4,2025-05-07T09:41:06.412905
15537,https://www.youtube.com/watch?v=x6CehcknaH8,15537.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15537.mp4,SUCCESS,,2025-05-07T09:41:09.445993
15538,https://media.asldeafined.com/vocabulary/1468946093.9829.mp4,15538.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15538.mp4,SUCCESS,,2025-05-07T09:41:16.491405
15539,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TO/TOOTHBRUSH-303.mp4,15539.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15539.mp4,FAILED_DOWNLOAD,Download failed for https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TO/TOOTHBRUSH-303.mp4,2025-05-07T09:41:17.067243
15540,https://youtu.be/nOWOxLWmZAs,15540.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15540.mp4,FAILED_DOWNLOAD,Download failed for https://youtu.be/nOWOxLWmZAs,2025-05-07T09:41:17.670185
15541,https://media.spreadthesign.com/video/mp4/13/50912.mp4,15541.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15541.mp4,SUCCESS,,2025-05-07T09:41:20.292771
15542,https://www.handspeak.com/word/t/toothbrush.mp4,15542.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15542.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/t/toothbrush.mp4,2025-05-07T09:41:21.764469
15543,https://www.signingsavvy.com/signs/mp4/7/7044.mp4,15543.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15543.mp4,SUCCESS,,2025-05-07T09:41:24.754021
15544,http://www.aslpro.com/main/t/toothbrush_electric.swf,15544.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15544.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/t/toothbrush_electric.swf,2025-05-07T09:41:25.184467
15545,http://www.aslsearch.com/signs/videos/toothbrush.mp4,15545.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15545.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslsearch.com/signs/videos/toothbrush.mp4,2025-05-07T09:41:25.268728
15546,https://www.youtube.com/watch?v=x6CehcknaH8,15546.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15546.mp4,SUCCESS,,2025-05-07T09:41:27.997930
15547,https://media.spreadthesign.com/video/mp4/13/51759.mp4,15547.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15547.mp4,SUCCESS,,2025-05-07T09:41:30.599676
15548,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Total-z8N8fSaz91s.mp4,15548.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15548.mp4,SUCCESS,,2025-05-07T09:41:35.969727
15549,https://media.asldeafined.com/vocabulary/1468946203.8207.mp4,15549.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15549.mp4,SUCCESS,,2025-05-07T09:41:38.752069
15550,https://www.handspeak.com/word/t/total2.mp4,15550.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15550.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/t/total2.mp4,2025-05-07T09:41:40.249891
15551,https://www.handspeak.com/word/t/total.mp4,15551.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15551.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/t/total.mp4,2025-05-07T09:41:41.728664
15552,https://www.signingsavvy.com/signs/mp4/6/6473.mp4,15552.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15552.mp4,SUCCESS,,2025-05-07T09:41:44.682123
15553,http://www.aslpro.com/main/t/total.swf,15553.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15553.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/t/total.swf,2025-05-07T09:41:45.137153
15554,http://www.aslsearch.com/signs/videos/sum.mp4,15554.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15554.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslsearch.com/signs/videos/sum.mp4,2025-05-07T09:41:45.226849
15555,https://www.youtube.com/watch?v=x6CehcknaH8,15555.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15555.mp4,SUCCESS,,2025-05-07T09:41:47.935888
15556,https://www.signingsavvy.com/signs/mp4/6/6657.mp4,15556.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/15556.mp4,SUCCESS,,2025-05-07T09:41:50.894169
